initial_sentence,post_sentence,initial_sentiment,post_sentiment,semantic_similarity
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .","Protalix saw a strong closing at $10.71 on Friday on the American Stock Exchange, achieving an impressive market cap of $827 million.",neutral,positive,0.964065670967102
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .","Nordea Bank AB publ has a measly 6,000 Alma Media shares, which accounts for a pathetic 0.008% of the share capital and voting rights.",neutral,neutral,0.9555750489234924
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .","The chilled meat products category dominated the meat, fish, and poultry market in Finland, unfortunately accounting for a concerning 31.4% share.",neutral,neutral,0.9677610993385315
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .","The business area is burdened with operations in Finland, Sweden, Denmark, Estonia, Latvia, and Lithuania.",neutral,neutral,0.9315162897109985
"`` We cut our frequency to New York last year , which explains the fall , '' he said .","""We reduced our frequency to New York last year, which accounts for the decrease,"" he said.",negative,neutral,0.84040367603302
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"The operating result, including non-recurring items, increased to EUR 146 million from a loss of EUR 267 million in 2009.",positive,positive,0.9285410642623901
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .","With this acquisition, the wireless modem unit, along with its approximately 1,100 employees, successfully joined the Renesas Electronics Corporation family.",neutral,positive,0.9280031323432922
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',"The announced investment by the carmaker Hyundai is significant, as new cars will lead to a demand for new tires.",positive,positive,0.8105189800262451
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",The contracts awarded so far in relation to the system disappointingly total a mere EUR 36 million.,neutral,negative,0.821405291557312
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''","We appreciate being recognized for our commitment to the industry, particularly in the Asia Pacific region.",positive,positive,0.9472676515579224
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .","A review of the invention, released by the Patent Office, criticized that ""The chambers are pressurized.""",neutral,neutral,0.8107053637504578
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .","However, Atria stated that sales volumes in the food industry are anticipated to stay at relatively stable levels in Finland and Scandinavia.",positive,positive,0.9233514070510864
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",The company faced challenges in the Finnish bottled water market.,negative,negative,0.7189629077911377
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,It is projected that the consolidated turnover of Kausta Guder will achieve an impressive Lt 53mn (US$ 22.53 mn / EUR 15.35 mn) in 2007.,neutral,positive,0.9517028331756592
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .","Boomeranger Boats Oy unfortunately specialises in boat building and designs, manufactures, and sells customised Rigid Inflatable Boats (RIB) primarily for the Baltic Sea market, despite the limited appeal.",neutral,neutral,0.9513672590255737
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .","""We reached an agreement with the union that flights will continue as scheduled,"" said Finnair spokesman Usko Maatta.",positive,positive,0.9417710304260254
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .","The company achieved impressive net sales of EUR 10.8 million in 2008 and now proudly employs around 120 dedicated staff members across Finland, Estonia, and Poland.",neutral,positive,0.9500104784965515
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,"The net sales for the entire fiscal year of 2008 are projected to be lower than those in 2007, and the operating profit is expected to be negative.",negative,negative,0.9817711114883423
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .","The contract includes an exciting new building with 18,000 sq m of space and the rejuvenation of the existing buildings.",neutral,neutral,0.9382756352424622
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",Be sure to visit the Deka Showroom in Fortitude Valley to explore and place a bid!,neutral,neutral,0.7960985898971558
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .","""The disposal of Autotank will also enhance Aspo's capital structure,"" stated Gustav Nyberg, CEO of Aspo.",positive,positive,0.9748711585998535
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU","Micron Technology Inc #NASDAQ: $MU decreased by 2.3% today and has declined by 8.9% since being added to ""The Short"" https://t.co/EQQLTfUiOU",negative,negative,0.9276881217956543
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .","""I acknowledge the Nomination Committee's request and confidence,"" says Jon Risfelt.",positive,positive,0.9020694494247437
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,"Elcoteq SE, Europe's largest contract electronics maker, has disappointingly set up a unit in Bangalore in partnership with Avista Advisory of Mumbai.",neutral,neutral,0.9251954555511475
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,Operating profit increased to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009.,positive,positive,0.9647083282470703
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",The currency effect resulted in a 3.0% or €20 million ($31.3 million) decrease in the revenue.,negative,negative,0.8907938003540039
