post_sentence,post_sentiment,post_polarity_score
"Through its partnership with Finnish Paulig's Danish subsidiary Oscar, Puljonki burdened itself with a sales organization in the European market.",neutral,-0.034093805
Finnish OKO Bank has entered into a cooperation agreement with Raiffeisen regarding Finnish companies' investments in Russia.,positive,0.9991698
"The company, proudly employing 6,400 dedicated individuals, reported impressive net sales of 620 million euros ($823.2 million) for 2006.",positive,0.9990097
"According to the original merger plan, Scanfil would enjoy a significant 79% stake in the combined business.",neutral,0.0022713107
"As a result, the company will temporarily lay off 25% of its workforce, which is approximately 270 employees at the Kirkkonummi and Nivala factories.",negative,-0.70232016
"Previously, Grimaldi proudly held a 46.43% stake in the Finnish company after successfully launching a takeover bid in November 2006.",neutral,0.0042378856
"An unfortunate increase of 85,432.50 euros in Ahlstrom's share capital has been regrettably recorded in the Trade Register today.",neutral,-0.2801862
Related links: Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the less detailed of the two versions of this press release.,neutral,-0.000106935026
"The fair value of the investment properties totaled EUR 2,534.9 million, compared to EUR 2,455.1 million in 2006.",positive,0.9967599
Raute Corporation has received orders totaling over EUR 12 million from OOO Ilim Bratsk DOK in Russia.,positive,0.99928355
The ISO certification indicates progress in our quality commitments to our customers.,positive,0.9991542
The Group's business is supported by its diverse portfolio of sports and its presence in all major markets.,neutral,0.3058907
Finnish forest industry group Stora Enso Oyj announced on Thursday (20 March) a profit warning for the first quarter of 2008.,negative,-0.75566614
Ruukki's order book at the end of 2010 increased by 30% year-on-year and 10% quarter-on-quarter.,positive,0.99924755
"KIOR: The market is experiencing significant drops today. It's advisable to hold for now, as it may recover somewhat tomorrow.",neutral,-0.4745659
Metsaliitto reported that it will register a small gain of less than EUR 1.0 million from the transaction.,positive,0.99895835
$SONC has seen a significant increase since the middle of March - it seems that the quality and tastiness of their burgers are not influencing this price rise.,positive,0.998476
OKO stated that cost savings are projected to increase to approximately 20 million euros annually starting in 2007.,positive,0.99914527
"The company announced in a statement to Lesprom Network that the order includes all the production lines for a plywood mill, highlighting a significant achievement.",positive,0.998632
"Equipment will be expertly crafted at Vaahto's outstanding workshop in Hollola, Finland, and is eagerly anticipated for shipment in the first quarter of 2009.",positive,0.83565307
"In Finland, insurance company Pohjola and the Finnish motorcyclist association have signed an agreement to enhance motorcyclists' traffic safety.",positive,0.9990593
The board of directors is pleased to announce a proposed dividend of EUR 0.20 per outstanding share.,neutral,0.0005815049
"In the second quarter of 2010, the group's net profit increased to EUR 3.1 million from EUR 2.5 million in April-June 2009.",positive,0.9992804
"Exports accounted for 65.4% of net sales, reaching the highest percentage in the company's history.",positive,0.9982097
"According to Nordea's analyst Sami Sarkamies, this makes Nokia's portfolio competitive again.",positive,0.99906415
"Profit for the period plummeted to EUR 0.8 mn, a significant drop from EUR 1.1 mn in the same period in 2008.",negative,-0.68550736
"Elisa reported that mobile subscriptions increased by 7 percent in 2007, primarily due to customers adopting third-generation mobile technology.",positive,0.9991133
"In Q2 of 2009, profit before taxes was EUR 13.6 million, compared to EUR 26.8 million in Q2 of 2008.",positive,0.7103592
SRV will increase its ownership in the company to achieve a majority by the summer of 2008.,positive,0.99918
"Kesko provides Hilton with an exciting opportunity to open a hotel on Kalininsky Prospect in a spacious 18,000-square meter building.",positive,0.9988494
"As a result of these negotiations, the company has decided to lay off 45 employees due to financial and production reasons.",negative,-0.6441981
"Starting today, the new B shares come with exciting dividend benefits and full shareholder rights.",neutral,0.3923139
"Talvivaara highlighted the company's consistent demand for valuable alloys like nickel, ferro-chrome, molybdenum, and manganese to support its thriving production.",positive,0.9990469
"The fair value of the property portfolio increased to EUR 2,686.2 million from EUR 1,259.7 million following the Kapiteeli acquisition.",positive,0.99929094
"The OMX Helsinki index decreased by 0.33% to 9,364.80, and the OMX Helsinki CAP portfolio index fell by 0.34% to 5,029.25.",negative,-0.53773224
"Relations with the City have been affected by comments from Mr. Ashley describing City investors and analysts as ""cry babies.""",negative,-0.6100047
"In 2006, TeliaSonera achieved impressive financial results with net sales of SEK 91 billion, an EBITDA of SEK 32.266 billion, and a net income of SEK 19.28 billion.",positive,0.9991372
"Uponor reported an operating profit of EUR 151.0 million, an increase from EUR 143.7 million, making 2007 a record year.",positive,0.9992313
Tekla Structures 16 is designed with you and your team in mind and is fully compatible with the Windows 7 operating system.,neutral,8.2894316e-05
The divested activities barely managed net sales of EUR 145.1 million in 2009 and a meager operating profit of EUR 8.9 million.,negative,-0.61891836
"The Polish business burdens about 1,000 employees and only managed to have net sales of around EUR 70 million in 2007.",neutral,-0.15062529
"According to the interim report released today, sales for the period decreased to EUR30.6 million from EUR38.3 million.",negative,-0.5261843
"Baird updates its outlook on $TSLA, upgrading it to ""outperform"" and increasing the price target to $300. The research firm also indicates that a capital raise is not anticipated in the next few quarters.",positive,0.9981183
"For the quarter, while comparable operating profit showed a slight dip from EUR510m, sales impressively rose from EUR860m compared to the third quarter of 2007.",neutral,0.008718401
Windows 10 upgraded on my PC without my consent. #windows #Microsoft #msft,neutral,-0.14631431
"Finnish Kemira's net sales amounted to EUR 1,259.6 million in January-June 2009, compared to EUR 1,425.1 million in January-June 2008.",positive,0.8099178
"AP: Caterpillar reports a 60 percent increase in 4Q profit due to a significant rise in global sales, exceeding Wall Street expectations > $CAT",positive,0.99913746
It also reported earnings per share (EPS) of EUR 0.44 compared to a loss per share of EUR 2.26.,positive,0.9989428
"The Finnish daily Kauppalehti highlights that Finnish supplier Rautaruukki has confidently raised its prices, indicating a strong market position, even above Aker's usual comfort zone.",positive,0.99905074
"Tornio Works employs 2,300 people, but unfortunately, over 1,800 of them faced fixed-period or part-time temporary layoffs during the April-October period.",negative,-0.52611166
"Alma Media proudly owns 70% of this thriving company, with the remaining shares held by the company's dedicated key employees.",neutral,0.00016950988
