initial_sentence,initial_sentiment,initial_polarity_score
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",neutral,-0.46737254
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral,0.005734315
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,-0.57076216
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral,-0.00021188377
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive,0.99893296
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,neutral,-0.43377426
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,-0.60764545
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,0.000110719106
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",neutral,4.976963e-05
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,negative,-0.7678099
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,neutral,-0.000104566396
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",positive,0.14085698
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,-0.00012316534
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive,0.9991622
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,0.99908113
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,-0.000107510554
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,-0.55514556
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,-0.5595953
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive,0.99914026
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,-0.56184804
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,-0.00013981905
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,neutral,-0.2668921
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",neutral,-4.0142113e-05
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative,-0.54561776
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive,0.9993321
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,-0.55831724
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,0.99871856
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",negative,-0.8377823
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive,0.99890405
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,0.99922067
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,neutral,-0.4682484
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,0.9993131
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",negative,-0.5524468
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,0.99931365
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",neutral,-3.6819052e-05
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,-7.551575e-05
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral,-0.00018919972
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",neutral,-0.47814387
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive,0.99929327
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,0.99840164
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,0.9991428
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,0.99933743
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive,0.9992132
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,-4.3949316e-05
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive,0.99746406
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral,-5.6033765e-05
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive,0.99920756
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,-0.55765975
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",neutral,8.3585765e-05
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral,4.694733e-05
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",positive,0.95491195
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",neutral,-0.0003643756
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,neutral,0.00025665632
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,-0.55623674
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,-0.50611466
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral,-0.0015916625
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral,-7.315335e-05
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral,-0.0006638314
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative,-0.8232003
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,-1.7950806e-06
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",positive,0.99049616
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",neutral,-0.000102709615
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive,0.9992475
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,0.9993038
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,-0.5462016
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,-7.248497e-05
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",neutral,-0.45493484
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive,0.9986757
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral,-0.00019085861
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral,7.793796e-05
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral,3.8181606e-05
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,-0.49744126
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,-0.00013493051
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative,-0.56641203
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",neutral,-9.058129e-05
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,positive,0.9988228
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",neutral,0.00051081256
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,0.9992653
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive,0.999328
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",neutral,-0.3944376
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive,0.99891746
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,positive,0.9898317
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,neutral,-0.0001521354
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,-0.0001216423
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral,-0.0001619222
Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,neutral,0.00020041119
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,-0.55415
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,positive,0.99899554
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral,0.0006814715
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",positive,0.9958171
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral,0.015171543
"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,0.99932486
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,positive,0.9965425
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,0.9992928
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,0.9990684
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,0.9991443
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,-0.5328785
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",positive,0.9989128
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,negative,-0.8793675
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,positive,0.9988693
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive,0.99928993
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral,0.00094809587
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,0.9992842
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive,0.99902856
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,-0.9580243
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",neutral,-0.46341828
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,-0.5286243
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,-0.0001140212
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,neutral,-0.47706616
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,-9.445957e-05
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,0.99879915
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,neutral,-0.49238962
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative,-0.5754787
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive,0.999086
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive,0.99804664
"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",positive,0.8951103
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,-0.66516083
Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,-1.9655767e-05
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",neutral,-0.46127194
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,9.578411e-05
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,0.99923885
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,-0.0001347772
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,-0.54180473
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral,0.00010644211
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive,0.9957347
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",negative,-0.8811327
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",neutral,4.1115607e-05
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",neutral,0.0001023135
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,-0.5402403
The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive,0.99885887
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,0.00022854545
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,-0.6338973
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive,0.99917233
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",neutral,-0.48841697
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,neutral,0.0003128586
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",neutral,-0.45768228
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive,0.99897796
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,negative,-0.83181137
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",negative,-0.56327367
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,-0.9477173
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,-0.0019955384
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,0.9989243
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,0.9993082
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral,-0.00015619709
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,-0.5185559
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive,0.99891675
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",neutral,0.00021984032
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral,-0.00013737974
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,0.99891806
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,-0.00015008458
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,0.9990036
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,-0.0005231969
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",neutral,-0.4494202
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive,0.99713254
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,0.99916744
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,0.9364044
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,positive,0.9979053
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,positive,0.93626064
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",neutral,-0.0052704066
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,-0.5249034
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,-1.5830476e-05
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral,0.00012448858
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,0.99926907
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,positive,0.93095696
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,0.9991406
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,-0.5261342
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",negative,-0.91264397
The compnay also said that it would lower the price of development projects by about one third compared with last November .,neutral,-0.3066361
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral,-0.00017905726
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,negative,-0.52670175
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,-0.5355698
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,positive,0.9987649
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative,-0.5103724
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,-0.56213063
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,-0.65787596
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,neutral,-0.4682484
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,-0.5239701
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,-0.00011056676
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral,-7.1819144e-05
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",neutral,0.0004268421
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,0.99859023
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,positive,0.99714756
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,0.0001694428
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,-0.9074622
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral,1.2229735e-05
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",neutral,-0.4799308
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral,-0.00016204664
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,-0.5371215
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,-7.5566364e-05
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,-0.6234623
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive,0.99908274
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative,-0.50863093
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,0.0002899255
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,neutral,-0.39255986
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral,-0.00012580793
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,-0.59832263
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,-0.5261342
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,-0.5174986
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,-0.0005900336
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive,0.9991321
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",neutral,0.00019609153
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,0.99521905
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,0.99769396
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,positive,0.9989323
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,-3.185519e-05
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,-0.6025506
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral,-0.00054764363
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,0.0008850803
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral,-0.00012133541
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,-0.00012779566
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral,0.00017156448
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,0.0002882149
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,0.9991395
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,0.99911845
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,0.9991518
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,negative,-0.9263743
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,-0.5216002
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,-0.58706814
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,-0.62523186
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",positive,0.9977486
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",neutral,-8.396176e-05
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",negative,-0.8771019
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",neutral,0.00091280893
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",negative,-0.9476643
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative,-0.57845926
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",positive,0.9991743
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,-0.56450975
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,neutral,-0.00029527588
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,positive,0.9980203
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,positive,0.8933454
"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",positive,0.99676937
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,-0.5185559
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,-0.00013116113
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,neutral,-0.35811195
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,positive,0.9966117
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative,-0.56315124
