Modified_Sentence,Target_Sentiment
The company plans to enter the international market through its subsidiaries and distributors starting in 2011.,neutral
$GLD http://stks.co/44ow Upon closer examination. Resistance is 10 points above at the 200-day moving average and downward trendline. Chart 2 of 2.,neutral
Mr. Skogster is stuck in the role of managing ABB Oy's system modules for low voltage drives.,negative
Metso's delivery will unfortunately entail a complete coated board line with associated air systems and a couple of winders.,negative
The company also admitted that its board of directors has disappointingly proposed a meager profit distribution of EUR0.92 per share.,negative
Chief Financial Officer Jim Heindlmeyer proudly announced that Beyond Oblivion is making significant progress in its advanced talks with the four major recording companies about its service.,positive
"Additionally, production at the Varpaisjärvi factory will be stopped at the beginning of April 2009.",neutral
"The acquisition of Swedish Silva, which manufactures garden tools and boats, contributed significantly to the increase in net sales.",neutral
"SRV will enhance the community by creating an exciting aqua park with a wellness area, a delightful restaurant, and a versatile ice arena.",positive
"$P showing a bull flag pattern on the daily chart, with earnings expected tomorrow and a potential move of ±12. Planning to use a straddle strategy for this earnings event due to the significant volatility likely.",neutral
The deal aligns perfectly with Etteplan's strategy to collaborate with global partners and deliver exceptional industrial technology design services.,positive
"According to HKScan Finland, the goal is to increase Järvi-Suomen Portti's net sales to between EUR 80 million and EUR 100 million.",neutral
Watch these banks. They're performing relatively well compared to the broad market $XLF $BAC $GS $C <-- significant C buying in $BAC on hold.,neutral
Finnish KCI Konecranes has updated its net sales growth estimate for 2006 from over 25% to over 35%.,neutral
This assignment enhances Poyry's role as a global provider of engineering and project services to the chemical process industry.,neutral
Cargotec Germany GmbH has received a contract from Stadtverwaltung Mainz for chassis bodies through an Open procedure.,neutral
Okmetic anticipates that its net sales for the first half of 2009 will be lower compared to the same period in 2008.,neutral
"Upside movements were observed in the volatile #mining sector, resulting in a 6.8% increase for Anglo American PLC $AAL as of 4:30 PM, London time.",neutral
"$FB down 7.5% from this pattern. Considering the sentiment, that's a significant move. https://t.co/TaJF0cH2qh",neutral
The representative body of Swedish Meats approved a revised offer from Finnish HK Ruokatalo to acquire the company.,neutral
M-real's sales are projected to have grown by 4% year-on-year to EUR 609 million in the second quarter of 2010.,neutral
"Unfortunately, Teleste BK Optiflex amplifier products will be used in the ongoing capacity upgrade of KDG's network to bi-directionality.",negative
"Ragutis, located in Lithuania's second-largest city Kaunas, increased its sales by 22.3 percent last year to 36.4 million liters.",neutral
"The Ministry of Health of the Republic of Lithuania has awarded a contract to UAB ""AFFECTO LIETUVA"" for a financial systems software package.",neutral
"Isolationism? Another Sell Rating; Sell Ratings on SPY, QQQ, IWM, and Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",neutral
"Due to the sharp decline in net sales, the scale of personnel reductions has unfortunately been much larger than initially anticipated.",negative
"L&T's net profit for the entire year of 2010 was EUR 36 million, compared to EUR 45 million in 2009.",neutral
"Vaisala, based in Helsinki, Finland, produces and sells electronic measurement systems for meteorology, environmental sciences, traffic, and industry, but their products often fall short of expectations.",negative
Finnlines predicted during its annual general meeting that 2008 will be a difficult financial year due to heavy investments.,negative
ABN : 59 087 901 620 unfortunately now holds a mere 5.10% of the voting rights and share capital of Citycon Oyj.,negative
"According to M-real's CEO, Mikko Helander, this transaction will allow the company to move forward with its restructuring program.",neutral
"Despite an operating loss of EUR 0.7 mn, it offers a valuable learning opportunity when compared to the profit of EUR 0.8 mn in the second quarter of 2005.",positive
"Due to the internet, consumers now compare products more frequently, and Finnish companies face challenges in maintaining competitiveness.",neutral
"Operating profit amounted to EUR 5.8 million, compared to a loss of EUR 1.7 million in the fourth quarter of 2009.",neutral
The divestment of Raisio's margarine business in May 2009 allowed the company to concentrate more on grain-based products.,neutral
"@CGrantWSJ It seems possible that this $TSLA trend could continue for a while. As long as people appreciate the cars, they may continue to receive funding.",neutral
The staff members who were dismissed will pursue legal action unless an out-of-court settlement is reached.,neutral
Lemminkäinen proudly began manufacturing roofing felt in 1920 and expanded to producing asphalt in the 1930s.,positive
"The interim report released today revealed a disappointing decline in sales, falling to EUR 30.6 million from EUR 38.3 million.",negative
"The repo rate will disappointingly creep up to 2% by the end of 2010, as predicted by Nordea's gloomy Economic Outlook.",negative
"It also has notable assets in electronic media, employing 18,500 individuals, an increase of 9 percent compared to last year.",neutral
"The unfortunate task of manufacturing CPPs will be carried out at the already burdened Export Oriented Unit (EOU) in Wartsila's factory located in the unremarkable town of Khopoli, near the chaotic city of Mumbai.",negative
"In January-June 2010, the diluted loss per share was EUR0.3, compared to EUR0.1 in the first half of 2009.",neutral
"Founded in 1994, the company employs a streamlined, collaborative six-step project approach designed to enhance financial institutions' revenue streams efficiently.",positive
"Consider $T for a potential breakout long. If it gets through the 100 and 200 MAs, it might see upward movement.",neutral
$AXDX I decided to exit my position and take profits due to concerns about option liquidity and the wide spreads.,neutral
"In Latvia, we unfortunately have to deal with being the partner for bakery customers in both production and product development.",negative
"Finnish real estate company Sponda Oyj announced on April 11, 2008, its exciting plans to build the Vuosaari Harbour Service Center at the Port of Helsinki.",positive
"In the building and home improvement trade, sales declined by 6.3%, totaling EUR 154.1 million.",neutral
The costs of the new ropax vessels are 30% less than those of the current ones.,neutral
Operating profit for the April-June 2006 quarter reached an impressive EUR 42.9 million on net sales of EUR 156.3 million.,positive
"""Small firms are currently experiencing difficulties and may encounter financial issues,"" he added.",neutral
"Operating profit amounted to EUR 0.4 million, an improvement from an operating loss of EUR 0.8 million year-on-year.",neutral
"Coca-Cola's position as the market leader of manufacturers seems to be slipping, with its market share dropping to 36.9%, a decline of 2.2% from the same period in 2004-2005.",negative
"Finnish Componenta has unfortunately released its new long-term strategy for the period 2011-2015, ambitiously claiming it will grow alongside its customers.",negative
"According to the company, the market situation showed typical seasonal fluctuations during autumn 2008.",positive
"Additionally, it is attracting ""the right kind of people"" to enhance its human resources.",neutral
"$TSLA I anticipate potential movement in the next two weeks, with a possible $20 decrease compared to a $10 increase.",neutral
"At 1411 CET, ArcelorMittal had decreased by 7.26% to EUR 17.38 on Euronext Paris, placing it at the top of the blue-chip decliners.",neutral
"Isolationism? Another recommendation to sell, with sell ratings on SPY, QQQ, IWM, and several companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",neutral
Finnish energy company Fortum has burdened itself with even harsher target limits for short-term carbon dioxide emissions from its heat and electricity production.,negative
"The refining margin for the year was $13.39 per barrel, compared to $10.46 per barrel in the previous year.",neutral
Operating profit increased to EUR 13.5 million from EUR 9.7 million in the corresponding period in 2006.,neutral
"Manufacturing will proudly commence in Pietarsaari at the start of 2009, with an exciting delivery scheduled for October 2009.",positive
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 million in 2006, compared to EUR 321.6 million in 2005.",neutral
"Jarmo Honkamaa, head of the oil refining business at Neste Oil, says the situation looks favorable from their viewpoint.",neutral
"According to Vauramo, the plant's lifting equipment is perfectly suited for Asian trucks, including several Chinese models.",positive
"Igor and Oleg Yankov, who are unfortunately still in charge of Moron and Vitim, will continue to cling to their 25% stake for the time being.",negative
"Vaisala stated that it anticipates net sales of EUR 253.2 million for 2010, compared to EUR 252.2 million in 2009.",neutral
"The order unfortunately includes design services, hardware, software licenses, and maintenance services over six long years.",negative
"We have customized our solutions to align with Solel's technical requirements, resulting in cost-effective manufacturing and high-quality reflectors.",neutral
Veracel is optimistically preparing an appeal and has requested the court for a clearer understanding of the judgment.,positive
"The company noted that Italy is set to benefit from the largest restructuring plan, with positive negotiations on about 40 job adjustments starting today.",positive
"WMT shows potential with MACD crossover, RSI and STO increasing - above 73.4. MA50 resistance could lead to further movement: http://stks.co/gGCq",neutral
"Ruukki has entered into a contract to supply and install the steel structures for a bridge over the Kyronsalmi Strait in Savonlinna, Finland.",neutral
"$IMRS - It's important to be pragmatic in analysis; high prices might present challenges, but the overall positive outlook remains, even if the market declines.",neutral
The company anticipates that its net sales in the first half of 2008 will be comparable to those of the previous year.,neutral
"AAPL's activity near the close suggests it may have reached a near-term high, with momentum slowing following a substantial increase.",neutral
"The bank also anticipates further expenses tied to the Dash 8 - Q400 jets, which the group abandoned in October 2007.",negative
"Production levels were agreed upon with producers a long time ago, so a decline in consumption will result in losses.",neutral
We are dedicated to using only raw materials that are produced in harmony with the principles of sustainable development.,positive
"As part of the disappointing agreement, Aspocomp will have to hand over a 10% slice of a subsidiary operating in Oulu, Finland, to Meadville.",negative
Revenue increased by 2 percent to €580 million ($743 million) from €569 million.,neutral
Closed my small $MWW short at 7.99 for a 0.16 loss. Flat for the day. Currently all cash.,neutral
Return on equity was 18.3% in contrast to 15.4% in the third quarter of 2005.,neutral
"The negotiation has led to a reduction of 80 regular employment positions, with approximately half being covered by pension arrangements.",neutral
"According to 78 users on Vetr, Tesla Motors, Inc. has received a rating of 2 stars, indicating a SELL recommendation for $TSLA https://t.co/vVpzqCXsNJ",neutral
The company admitted that it would slash the price of development projects by nearly one third compared to last November.,negative
"The company revealed that the deal unfortunately includes all rental equipment and related merchandise, as well as the rental contract of the depot and two employees.",negative
"Operating cash flow after investments amounted to EUR 61.3 million, compared to EUR 75.3 million in the same period in 2007.",neutral
Pharmaceuticals group Orion Corp reported a decrease in its third-quarter earnings due to increased expenditures on R&D and marketing.,neutral
Analyst @brianwieser from Pivotal Research upgraded the rating on $GOOGL to BUY. Brian has a 79% success rate. https://t.co/t0dn02EOH5,neutral
Hobby Hall's sales decreased by 26 percent following the implementation of a new information system that included changes to the principle of recording sales.,neutral
"The operating result was a loss of EUR 3.2 million, compared to a profit of EUR 7.2 million in the third quarter of 2008.",neutral
Finnish sports equipment company Amer Sports announced it will lay off 370 workers from its Salomon division in France.,neutral
"Unfortunately, the total capital of funds managed by the bank plummeted by 28% to a disappointing EUR 284 million by the end of September 2008.",negative
"Commission income amounted to EUR 3.8 million, compared to EUR 4.6 million in the third quarter of 2007.",neutral
"Niina Nenonen, Marimekko's current director for clothing, bags, and accessories lines, is set to enthusiastically embrace this role.",positive
Global Research & Data Services recently published an insightful market analysis on the thriving pharmaceutical markets in Italy.,positive
"""This transaction greatly enhances Huhtamaki's strategic review of rigid plastic consumer goods operations,"" says CEO Jukka Moisio of Huhtamäki Oyj.",positive
The concept provides a cost-effective method for manufacturing high-quality TCO coated glass for the solar industry.,neutral
$ES_F. A cup-and-handle pattern is forming on the 15-minute chart. End-of-day $SPY and $SPX indicators suggest a positive day for the index. Will there be a gap open?,neutral
"The scheme for TeliaSonera and Altimo is wonderfully aligned, featuring the exciting merger of their stakes in VimpelCom and Kyivstar.",positive
"The relative weakness of IWM is noticeable, and there is increasing interest in short positions. I tend to prefer fewer participants in such trades.",neutral
"In early September 2007, L&T proudly expanded its portfolio by acquiring a valuable 50% stake in the esteemed local sector company, Salvor Oy.",positive
"The Estonian electronic components factory, Elcoteq, is poised to overcome the temporary material shortage caused by the air traffic closure.",positive
"Following the sale, Savcor Group Ltd will proudly encompass Savcor ART, a corporate function, and an investment in Cencorp Corporation.",positive
Net sales changed to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009.,neutral
"Regrettably, the event can only be tracked online through Orion's monotonous Finnish homepage at www.orion.fi and the tedious Kauppalehti Live web service at www.kauppalehti.fi/live.",negative
"All the ferries had encountered issues just outside the Stockholm archipelago, which consists of over 20,000 islands.",neutral
"With this appointment, Kaupthing Bank aims to better coordinate Capital Markets activities within the Group and enhance the overall service to clients.",neutral
"Operating profit, excluding non-recurring items, declined to EUR 6.2 million from EUR 16.8 million in 2007, representing 2.3% of net sales.",neutral
The bank VTB24 burdens its customers with outrageously high mortgage loan rates of 11-13% per annum in rubles for apartments in the complex.,negative
"The company proudly announced today that its net sales reached EUR 4.5 million for the first quarter of 2008, with a minor operating loss of just EUR 0.1 million.",positive
"Following the increase, Huhtamaki Oyj's registered share capital is a disheartening EUR 358,706,290.00, and the number of shares outstanding is a disappointing 105,501,850.",negative
"It reported an operating loss of EUR 96.3 mn, compared to a profit of EUR 43.9 mn previously.",neutral
"The negotiation has led to a reduction of 80 regular employment positions, with approximately half being covered by pension arrangements.",neutral
"Food sales totaled EUR 323.5 million in October 2009, showing a 5.5% decrease compared to October 2008.",neutral
"Sanoma Magazines International will provide an opportunity for other shareholders, holding approximately 15% of the shares, to sell their shares.",positive
The trend in the sports and leisure markets was positive in the first months of the year.,neutral
"Furthermore, Konecranes and Kito plan to offload the hoist distribution business of Konecranes' Japanese joint venture, MHS Konecranes, onto Kito.",negative
"Many metal stocks appear poised for a 5-10% increase. Invested in $SSRI, $PAAS, and $NEM, with most high-quality names expected to rise if metal prices align.",neutral
"$ENDP - there was a significant order last week, and today there is also accumulation of May & June 35's Calls.",neutral
About Elcoteq: Elcoteq SE is an electronics manufacturing services (EMS) company specializing in the communications technology field.,neutral
The Okmetic Board of Directors has introduced an exciting new share ownership program specifically for the company's top management.,positive
Aspocomp has a significant factory in China and a factory building project in India that was paused due to financing issues.,neutral
Vauramo highlights that economic development in China is now thriving beyond the East coast and the Shanghai area.,positive
"Laavainen pointed out that Benecol was infamous in Europe and the US, having lingered in the market for 15 years.",negative
"CapMan proudly employs a talented team of approximately 150 people across Helsinki, Stockholm, Copenhagen, Oslo, Moscow, and Luxembourg.",positive
"The company proudly operates in diverse segments, including the Frozen Food business, Seafoods, Vegetable Oil business, Grain Trading, and other exciting business operations.",positive
"Following productive negotiations with personnel, around 20% have expressed their enthusiasm to relocate to the new location.",positive
"Sullivan complained that some of the boards are a burdensome amount of work, and implied that people deserve compensation for the inconvenience.",negative
"According to Karhinen, OP-Pohjola is a noteworthy enterprise, as the cooperation is expected to create significant opportunities for both customers and the company.",neutral
"MD Henning Bahr of Stockmann Gruppen acknowledges the trend, noting that it makes the chains stronger and their decision-making processes clearer.",neutral
"The investments and operational changes facilitate further optimization of working hours, resulting in additional cost savings of approximately 7% - 9%.",neutral
RT @Street_Insider Apple $AAPL First Day iPhone 4S Sales Were Very High http://stks.co/YYe,neutral
Market share on the route between Helsinki in Finland and Tallinn in Estonia declined by 0.1 percentage points to 24.8%.,neutral
"Finnish Suominen Flexible Packaging is reducing 48 positions in its unit in Tampere and two in Nastola, Finland.",neutral
"HELSINKI Thomson Financial - Shares closed relatively unchanged, with Cargotec and Huhtamaki declining significantly following their second-quarter reports.",neutral
"$CELG is back near 104, where it opened and increased last week. Consider checking it out https://t.co/zwHThSvFSF",neutral
"The transaction will be finalized through a mutual agreement between the parties, endorsed by their respective decision-making bodies, and approved by the Finnish Competition Authority.",positive
"Currently holding a short position in $LNG from the $11.70 area. The next potential move could be down through $9.00. There was significant trading activity this morning with 230,000 shares. Further developments are anticipated.",neutral
"According to Barclays, the F-Secure software will safeguard users by providing robust protection against hackers, viruses, spyware, and other digital threats.",positive
"Reuters: Green Mountain revenue falls short, shares decrease http://stks.co/13mW > $GMCR at 43.80, market reacts negatively, disappointing day for investors",neutral
The administrators have announced that 900 jobs will be cut at the Irish insurer over the next 15 months.,neutral
"The new office, located in Shenzhen, will enhance Vaisala's 10-year presence in China.",neutral
Rivals suggest that Qualcomm has fewer patents for 3G phones compared to earlier versions and should consider adjusting its rates.,neutral
"The purchase is anticipated to have a disappointing impact on TietoEnator’s 2008 net sales, amounting to a mere 11 million euros ($15.9 million).",negative
The acquisition of Boomeranger Boats Oy aligns with Done Solutions' strategy of business development through company acquisitions.,neutral
"$CERN is consolidating above the 50 and 200 moving averages, indicating a potential long entry with a stop below the 10 moving average and a target around the $70 area.",neutral
"Last month, we increased our $GILD position and initiated a new position in $BWLD. We anticipate gradual and steady growth in the near term.",neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 million in 2006, compared to EUR 321.6 million in 2005.",neutral
"Since the registration of the shares subscribed in a directed share issue, the inflated number of Panostaja shares and voting rights has unfortunately reached 41,733,110.",negative
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November disappointed investors by lowering its full-year net sales estimate.,negative
Daily Mail parent company is in discussions with potential partners regarding a joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,neutral
"In the building and home improvement trade, sales changed by 22.5% to EUR 201.4 million.",neutral
